url,title,description,price,area,address,Mã tin,Hướng,Phòng ăn,Loại tin,Đường trước nhà,Nhà bếp,Loại BDS,Pháp lý,Sân thượng,Chiều ngang,Số lầu,Chổ để xe hơi,Chiều dài,Số phòng ngủ,Chính chủ,Thuộc dự án
https://alonhadat.com.vn/oto-tranh-ngo-thang-tap-lo-goc-2-thoang-vinh-vien-gan-cho-dan-sinh-thang-may-13343124.html,OTO TRÁNH  NGÕ THẲNG TẮP-LÔ GÓC 2 THOÁNG VĨNH VIỄN-GẦN CHỢ DÂN SINH-THANG MÁY,"+ Nhà sở hữu vị trí đắc địa, lô góc 2 mặt ngõ, 2 mặt đều ô tô tải tránh nhau thoải mái. Thuận tiện làm văn phòng, phòng khám, mầm non tư thục...
+ Ngõ 466 ô tô tránh, thẳng tắp thông từ Ngô Gia Tự sang phố Vạn Hạnh. Khu vực đông đúc dân cư. Kinh doanh ngon. 
+ Nhà nằm cách trường mầm non, cách trường tiểu học và trung học cơ sở 100m, cách chợ 100m, rất là tiện ích. 
- Thiết kế: 5 tầng thang máy
 +Tầng 1+2: Thông sàn. Thang máy cuối nhà. 
 + Tầng 3+4: mỗi tầng 2 phòng ngủ khép kín. 
 + Tầng 5: Phòng thờ, sân phơi. 
- Sổ đỏ hoa hậu sẵn sàng giao dịch.","11,2 tỷ",80 m2,"Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",13343124,_,True,Cần bán,6m,True,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,True,3m,5,True,24m,5,---,
https://alonhadat.com.vn/108m2-truc-chinh-kinh-doanh-tien-hung-nguyen-khe-o-to-tranh-cach-200m-ra-quoc-lo-3-13581504.html,"108M2 TRỤC CHÍNH KINH DOANH, TIÊN HÙNG, NGUYÊN KHÊ , Ô TÔ TRÁNH- CÁCH 200M RA QUỐC LỘ 3","💥 Dt 108m2, tiền hậu 5m
Đường trục chính Xóm Núi - Tiên Hùng 
🚘 Đường rộng 6m trải afphan sạch đẹp
👉 Cách đường quốc lộ 3 chỉ 300m
👉 Bán kính 500m đổ lại đầy đủ tiện ích trường học, chợ , UBND, trạm y tế, nhà máy và KCN...
👉 Dân cư văn minh phát triển, đông đúc.
👉 Pháp lý chuẩn, sẵn sang tên chủ mới trong ngày.
Em Quang để xem đất","4,2 tỷ",108 m2,"Đường Quốc Lộ 3, Xã Nguyên Khê, Huyện Đông Anh, Hà Nội",13581504,_,---,Cần bán,6m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,True,21m,---,---,
https://alonhadat.com.vn/mat-duong-kinh-doanh-sieu-dinh-chop-ga-dong-anh-di-ve-phia-benh-vien-bac-thang-long-13578983.html,MẶT ĐƯỜNG KINH DOANH SIÊU ĐỈNH CHÓP GA ĐÔNG ANH ĐI VỀ PHÍA BỆNH VIỆN BẮC THĂNG LONG,"-  Vị trí đất : Tổ 9 (tổ 40 cũ) - TTDA - Đông Anh - Hà Nội
- Diện tích : 42m
- Mặt tiền : 4m
- Đường rộng 2 contennor tránh nhau, vỉe hè 2m
- Vị trí đất kinh doanh siêu đỉnh chóp, sẵn nhà cấp 4 đang cho thuê kinh doanh 
- Bán kính 400m là trường học các cấp, bệnh viện Bắc Thăng Long, chợ sầm uất
- Cách đường Ga Đông Anh chỉ 10m
- Cách đường Quốc Lộ 3 chỉ 500m
- Cách đường Đản Dị chỉ 500m
- Cách TT Huyện Đông Anh chỉ 1,5km
- Sổ đỏ chính chủ sẵn giao dịch","3,35 tỷ",42 m2,"Đường Ga Đông Anh, Xã Uy Nỗ, Huyện Đông Anh, Hà Nội",13578983,_,---,Cần bán,20m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,4m,---,True,13m,---,---,
https://alonhadat.com.vn/-biet-thu-4-tang-duong-rong-20m-full-tien-ich-tai-kdt-co-duong-tien-duong--13602623.html,❌❌BIỆT THỰ 4 TẦNG - ĐƯỜNG RỘNG 20M- FULL TIỆN ÍCH- TẠI KĐT CỔ DƯƠNG-TIÊN DƯƠNG❌❌,"👉🏿 Cần bán 2 căn sát nhau diện tích thông số và giá đều giống nhau 
👉🏿85m2 mặt tiền 5m
Vỉa hè rộng 5m
-Khu đô thị cổ dương 1 nơi đáng sống bậc nhất quận đông anh, nợi hội tụ những tiện ích chất lượng tốt nhất từ giáo dục đến an sinh và giao thông
- Quy hoạch đẹp chuyển khu hành chính quận sau này sẽ chuyển hết về đây này hứa hẹn là trung tâm của quận đông anh
- Nhà xây thô 4 tầng khung dầm chất lượng ,thang máy chờ, cửa sổ trời
-Phù hợp làm khách sạn, nhà hàng ,cafe, văn phòng, và nhiều tổ hợp khác 
Sổ đỏ chính chủ cất két","9,5 tỷ",85 m2,"Đường Quốc lộ 23, Xã Tiên Dương, Huyện Đông Anh, Hà Nội",13602623,_,True,Cần bán,20m,True,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,True,5m,---,True,17m,---,---,
https://alonhadat.com.vn/sieu-biet-thu-lo-goc-3-mat-thoang-dang-cap-thuong-luu-tai-kdt-co-duong-tien-duong-13602542.html,SIÊU BIỆT THỰ LÔ GÓC 3 MẶT THOÁNG- ĐẲNG CẤP THƯỢNG LƯU TẠI KĐT CỔ DƯƠNG-TIÊN DƯƠNG,"-VIEW TRƯỜNG HỌC QUỐC TẾ TIMEWAY VÀ ARCHIMES
Tổng diện tích 184m2 ( 2 sổ)
Mặt tiền 13.5m và 1 mặt 12m
Vỉa hè rộng 5m
-Khu đô thị cổ dương 1 nơi đáng sống bậc nhất quận đông anh, nợi hội tụ những tiện ích chất lượng tốt nhất từ giáo dục đến an sinh và giao thông
- Quy hoạch đẹp chuyển khu hành chính quận sau này sẽ chuyển hết về đây này hứa hẹn là trung tâm của quận đông anh
- Nhà xây thô 4 tầng khung dầm chất lượng , hiện đại để thông sàn, gia chủ mới mua về tự thiết kế theo ý thích, thang máy chờ, cửa sổ trời, nhà 3 mặt thoáng cực kỳ nhiều ánh sáng!
-Phù hợp làm khách sạn, nhà hàng ,cafe, văn phòng, và nhiều tổ hợp khác
Sổ đỏ chính chủ cất két 
Giá bán 2x tỷ thương lượng trực tiếp chủ",27 tỷ,184 m2,"Đường Quốc lộ 23, Xã Tiên Dương, Huyện Đông Anh, Hà Nội",13602542,_,True,Cần bán,20m,True,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,True,"13,5m",4,True,12m,10,---,Khu đô thị mới Cổ Dương (xem chi tiết dự án)
https://alonhadat.com.vn/hang-hiem-chi-hon-1-ty-duong-oto-do-gan-khu-tp-thong-minh-cach-truc-chinh-30m-13636681.html,HÀNG HIẾM - CHỈ HƠN 1 TỶ ĐƯỜNG OTO ĐỖ - GẦN KHU TP THÔNG MINH- CÁCH TRỤC CHÍNH 30M,"💥

Xóm4- Hải Bối - Đông Anh
Thông số đẹp miễn chê
S: 41m2 mặt tiền 5.5m

Mô tả: 
- Mảnh đất ngõ thông, ô tô vào đất cực kỳ hiếm còn xót lại ờ Hải Bối, miễn quy hoạch, thông số nhỏ xinh tầm tiền nhỉnh tỷ có rất nhiều khách hàng là công nhân mua để ở, hoặc khách dư 1 2tỷ không muốn gửi ngân hàng lãi suất thấp thì sẽ tìm mua.
☎️☎️Mr Quang","1,56 tỷ",41 m2,"Đường Bắc Thăng Long-Hải Bối, Xã Hải Bối, Huyện Đông Anh, Hà Nội",13636681,_,---,Cần bán,"2,7m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"5,5m",---,True,8m,---,---,
https://alonhadat.com.vn/-biet-thu-lo-goc-kinh-doanh-ket-hop-o-suong-vi-tri-trung-tam-giao-thong-thuan-tien-13630581.html,💥 BIỆT THỰ LÔ GÓC -KINH DOANH KẾT HỢP Ở SƯỚNG- VỊ TRÍ TRUNG TÂM GIAO THÔNG THUẬN TIỆN,"💥 BIỆT THỰ LÔ GÓC -KINH DOANH KẾT HỢP Ở SƯỚNG- VỊ TRÍ TRUNG TÂM GIAO THÔNG THUẬN TIỆN
 
S: 111m2 
Biệt thự nguyên khê- Đông anh -hà nội
- Lô góc xẻ khe siêu vip giá rẻ nhà mới tinh tươm
- Nội thất châu âu , tiện nghi đầy đủ, công năng hiện đaị

📍 vị trí đắc địa ngay trường học, chợ , siêu thị...

- vị trí cách quốc lô 3 chỉ 300m
- cách đường Lê hữu tựu 50m

- Đất vừa ở vừa kinh doanh khu đô thị đông đúc...

$ giá cắt lỗ cực sâu không ngờ cơ hội cho người mua để ở hoặc đầu tư","9,3 tỷ",111 m2,"Đường Lê Hữu Tựu, Xã Nguyên Khê, Huyện Đông Anh, Hà Nội",13630581,_,True,Cần bán,12m,True,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,True,6m,4,True,15m,4,---,
https://alonhadat.com.vn/nha-moi-dep-thang-may-7-thang-phu-hop-lam-van-phong-thue-can-ho-tang-tang-13664228.html,NHÀ MỚI ĐẸP THANG MÁY 7 THẰNG PHÙ HỢP LÀM VĂN PHÒNG-THUÊ CĂN HỘ TẦNG TẦNG,"Diện tích 50m2 mt 5.6m 
Ngõ 724 Lạc Long Quân
- Giao thông, thuận tiện, tiện ích khu dân cư ngập tràn, ngay Tổ hợp Trung tâm thương mại LOTTE ngay bên đường, gần trường cấp 2 Nhật Tân Phường, chợ dân sinh và phố đi bộ Trịnh Công Sơn tuyến phố đang HOT nhất tại quận Tây Hồ. 
Nhà mới Thiết kế hiện đại thông sàn 1 vệ sinh, thang máy
Tầng 1: để xe phòng vệ sinh
Tầng 2,3,4,5,6 thông sàn, 7 sân phơi vie nhìn cầu nhật tân
Giá 1x tỷ nhỏ thương lượng chủ 👍👍",14 tỷ,50 m2,"Đường Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",13664228,_,True,Cần bán,3m,True,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,True,"5,6m",7,True,10m,6,---,
https://alonhadat.com.vn/-kinh-doanh-3-oto-tranh-nha-thiet-ke-dep-nhu-moi-cach-vo-chi-cong-lotte-100m-13662196.html,❌❌KINH DOANH-3 OTO TRÁNH-NHÀ THIẾT KẾ ĐẸP NHƯ MỚI-CÁCH VÕ CHÍ CÔNG LOTTE 100M,"Mô tả:
+ Vị trí đắc địa, nằm giữa vị trí ngã 3 kiềng 3 chân cầu nhật tân lotte, hồ tây lộng gió
đường rộng 3 oto tránh, vỉa hè rộng kinh doanh được, hoặc kinh doanh văn phòng
Thiết kế
S: 44m2 ( Tầng 2 48m2)  mt 4.8m
- Tầng 1: gara, bếp, bàn ăn, phụ.
- Tầng 2: phòng khách, phòng sinh hoạt, phụ.
- Tầng 3,4: mỗi tầng 2 ngủ, phụ
- Tầng 5: phòng thờ, ngủ
- Tầng 6: khu phơi đồ
+ Sổ nở hậu.
Chủ hạ giá kịch sàn, cắt lỗ để bán. 
giá 1x tỷ thương lượng chủ nhà",16 tỷ,48 m2,"Đường Lạc Long Quân, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",13662196,_,True,Cần bán,10m,True,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,True,"4,8m",6,True,12m,5,---,
https://alonhadat.com.vn/nam-giua-2-pho-lac-long-quan-va-vo-chi-cong-kinh-doanh-sam-uat-oto-tranh-vie-ho-13662445.html,NẰM GIỮA 2 PHỐ LẠC LONG QUÂN VÀ VÕ CHÍ CÔNG-KINH DOANH SẦM UẤT-OTO TRÁNH VIE HỒ,"Nhà bán nằm mặt ngõ kinh doanh 445 Lạc Long Quân 
Diện tích 64m mt 3,4m
- Vị trí đắc địa, mặt ngõ thông Võ Chí Công, ô tô tránh, gần Hồ Tây lộng gió
- Khu vực sầm uất, dân trí cao
- Vừa ở vừa cho thuê Văn phòng tuyệt vời.
- Phía sau có phần lưu không 1m lên phòng nào cũng có cửa số thoáng sáng, có thang máy
- Thiết kế: 
+ Tầng 1, 2: Thông sàn, wc 
+ Tầng 3, 4, 5, 6: mỗi tầng 2 phòng, wc
+ Tầng 7: Sân phơi, BBQ View Hồ Tây
- Sổ đỏ pháp lý chuẩn, sẵn sàng giao dịch ngay","14,2 tỷ",64 m2,"Đường Lạc Long Quân, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",13662445,_,True,Cần bán,6m,True,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,True,"3,4m",7,True,18m,6,---,
