url,title,description,price,area,address,Mã tin,Hướng,Phòng ăn,Loại tin,Đường trước nhà,Nhà bếp,Loại BDS,Pháp lý,Sân thượng,Chiều ngang,Số lầu,Chổ để xe hơi,Chiều dài,Số phòng ngủ,Chính chủ
https://alonhadat.com.vn/ban-nha-biet-thu-pho-tran-kim-xuyen-cau-giay-153m-via-he-o-to-tranh-kinh-doanh-13649039.html,"BÁN NHÀ BIỆT THỰ PHỐ TRẦN KIM XUYẾN - CẦU GIẤY, 152M, THANG MÁY, Ô TÔ TRÁNH, KINH DOANH","Bán Nhà Biệt Thự Phố Trần Kim Xuyến - Cầu Giấy, 152m, Thang Máy, Ô Tô Tránh, Kinh Doanh Khách Sạn
  DT: 152m x 5T, MT:10m
Mô tả:
+ Biệt thự đẳng cấp nhất trong khu biệt thự mới Yên Hòa. Đi Trần Kim Xuyến vào 3 làn ô tô tránh, vỉa hè. Cách phố Trần Kim Xuyến 50m2, tiện ở, kinh doanh....
+ Khu vực an sinh đỉnh, tiện ích ngập tràn, gần Vũ Phạm Hàm, Hạ Yên Quyết...
+ Chủ thiết kế nhà, hệ thống điện nước do thợ thiết kế khách sạn Metropol về làm và thiết kế.
+ Hiện đang cho thuê khách sạn, hợp đồng 10 năm. Nay còn 5 năm. Khách mua duy trì lại hợp đồng giúp chủ. 
+ Với thiết kế 5 tầng, hệ thống thang máy nhập khẩu. Tổng 16 phòng cho thuê. Giá thuê 2800 USD/1 tháng. 2 năm tăng không quá 10%.
+ Biệt thự xây phun hết đất 152m2.
Sổ đỏ chính chủ.
  Giá: 52 tỷ
LH: Chuyên gia BĐS nội thành Hà Nội. Hãy liên hệ ngay để mua được căn nhà ưng ý nhất.",52 tỷ,152 m2,"Đường Trần Kim Xuyến, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",13649039,_,---,Cần bán,8m,---,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,---,10m,5,---,---,16,---
https://alonhadat.com.vn/ban-nha-mat-pho-cau-giay-263m-he-rong-vi-tri-dep-kinh-doanh-sam-uat-ngay-dem-13652206.html,"BÁN NHÀ MẶT PHỐ CẦU GIẤY, 263M, HÈ RỘNG, VỊ TRÍ ĐẸP, KINH DOANH SẦM UẤT NGÀY ĐÊM","Bán Nhà Mặt Phố Cầu Giấy, 263m, Hè Rộng, Vị Trí Đẹp, Kinh Doanh Sầm Uất Ngày Đêm
 DT: 263m x 2T, MT: 6.1m
Mô tả:
+ Vị trí đắc địa mặt phố Cầu Giấy khu trung tâm ,vỉa hè rộng, đông dân cư, kinh doanh sầm uất ngày đêm.
+ Chủ nhà đang cho thuê shop thời trang giá 80 triệu/ tháng.
+ Nhà rất phù hợp để xây toà nhà 9 tầng làm văn phòng, showroom, nhà hàng, cho ngân hàng thuê...
  Sổ đỏ chính chủ.
   Giá: 89 tỷ
LH: Chuyên gia BĐS nội thành Hà Nội. Hãy liên hệ ngay để mua được căn nhà ưng ý nhất.",89 tỷ,263 m2,"Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",13652206,_,---,Cần bán,25m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"6,1m",2,---,---,2,---
https://alonhadat.com.vn/ban-dat-mat-pho-cau-giay-106m-lo-goc-vi-tri-dep-via-he-rong-kinh-doanh-dinh-13652220.html,"BÁN ĐẤT MẶT PHỐ CẦU GIẤY - 106M, LÔ GÓC , VỊ TRÍ ĐẸP, VỈA HÈ RỘNG - KINH DOANH ĐỈNH","Bán Đất Mặt Phố Cầu Giấy -106m, Lô Góc, Vị Trí Đẹp, Vỉa Hè Rộng, Kinh Doanh Đỉnh
  DT: 106m, MT: 6.2m 
Mô tả:
  Vị trí ngay gần phố Nguyễn Văn Huyên, vị trí đẹp nhất mặt phố Cầu Giấy. Nhà lô góc, hè rộng, kinh doanh sầm uất ngày đêm.
  Hiện trạng nhà cấp 4, khách mua về xây tòa nhà văn phòng, kinh doanh quá đẹp.
Chủ đang cho thuê giá hữu nghị 120 triệu/tháng.
   Sổ đỏ chính chủ.
  Giá: 64 tỷ
LH: Chuyên gia BĐS nội thành Hà Nội. Hãy liên hệ ngay để mua được căn nhà ưng ý nhất.",64 tỷ,106 m2,"Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",13652220,_,---,Cần bán,25m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"6,2m",1,---,---,1,---
https://alonhadat.com.vn/ban-nha-5-tang-mat-pho-vo-chi-cong-cau-giay-moi-dep-he-rong-kinh-doanh-dinh-13652177.html,"BÁN NHÀ 5 TẦNG MẶT PHỐ VÕ CHÍ CÔNG - CẦU GIẤY, MỚI ĐẸP, HÈ RỘNG, KINH DOANH ĐỈNH","Bán Nhà 5 Tầng Mặt Phố Võ Chí Công - Cầu Giấy, Mới Đẹp, Hè Rộng, Kinh Doanh Đỉnh
  DT: 66m x 5T, MT: 5,4m
Mô tả:
+ Vị trí đẹp nhà nằm đoạn đầu Võ Chí Công phía Hoàng Quốc Việt thuộc quận Cầu Giấy giáp ranh Tây Hồ, vỉa hè rộng, ô tô dừng đỗ, kinh doanh ngày đêm.
+ Nhà xây 2016 còn mới đẹp, hiện đại, chủ xây tâm huyết, hai mặt thoáng trước, sau có ngõ đi.Thiết kế: 
- Tầng 1: thông kinh doanh. Từ tầng 2 trở lên mỗi tầng 2 phòng ngủ + vệ sinh. Hiện chủ vừa ở vừa cho thuê kinh doanh, chủ đi lối đi riêng.
  Sổ đỏ chính chủ.
Giá: 32,5 tỷ
LH: Chuyên gia BĐS nội thành Hà Nội. Hãy liên hệ ngay để mua được căn nhà ưng ý nhất.","32,5 tỷ",66 m2,"Đường Võ Chí Công, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",13652177,_,---,Cần bán,25m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"5,4m",5,---,---,6,---
https://alonhadat.com.vn/ban-nha-mat-pho-cau-giay-75m-mat-tien-rong-via-he-kinh-doanh-dang-cap-hiem-13652195.html,"BÁN NHÀ MẶT PHỐ CẦU GIẤY - 75M, MẶT TIỀN RỘNG – VỈA HÈ – KINH DOANH ĐẲNG CẤP,  HIẾM","Bán Nhà Mặt Phố Cầu Giấy, 75m, Mặt Tiền Rộng, Vỉa Hè, Kinh Doanh Đẳng Cấp, Hiếm
  DT: 75m x 2T, MT: 5m 
 Mô tả:
+ Nhà mặt phố Cầu Giấy, Vị trí đẹp, vỉa hè rộng, kinh doanh sầm uất ngày đêm . Vị trí tiếp giáp Ba Đình, vành đai 2, giao thông thuận lợi, đi đâu cũng tiện
+ Nhà 2 tầng xác định bán đất tặng nhà, sở hữu thông số và mặt tiền đẹp hiếm. Diện tích 75 m mặt tiền 5 m, hiện trạng chia đôi, 1 bên nhà cấp 4, 1 bên nhà 2 tầng hiện đang cho thuê cả nhà kinh doanh thời trang.
  Khách mua có thể cho thuê tiếp hoặc đập đi xây tòa nhà cao tầng hoành tráng.
  Sổ đỏ chính chủ.
   Giá: 46 tỷ
LH: Chuyên gia BĐS nội thành Hà Nội. Hãy liên hệ ngay để mua được căn nhà ưng ý nhất.",46 tỷ,75 m2,"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",13652195,_,---,Cần bán,25m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,---,---,1,---
https://alonhadat.com.vn/ban-nha-mat-pho-tu-hoa-tay-ho-200m-mt-khung-thang-may-lo-goc-kinh-doanh-dinh-13662929.html,"BÁN NHÀ MẶT PHỐ TỪ HOA - TÂY HỒ, 200M, MT KHỦNG, THANG MÁY, LÔ GÓC, KINH DOANH ĐỈNH","Bán Nhà Mặt Phố Từ Hoa - Tây Hồ, 200m, MT Khủng, Thang Máy, Lô Góc, Kinh Doanh Đỉnh
  DT: 200m x 7T, MT: 15m
Mô tả:
+ Vị trí lô góc đẹp nhất phố Từ Hoa Tây Hồ, con phố sầm uất nhiều khách nước ngoài sinh sống, vỉa hè rộng, kinh doanh apartment. View khách sạn, công viên trước nhà.
+ Thiết kế : 
- Tầng 1: Kinh doanh 
- Tầng 2 : Văn phòng công ty.
- Tầng 3,4,5,6: 2 ngủ, 1 khách.
- Tầng 7: 1 ngủ và phòng thờ riêng.
+ Doanh thu gần 200tr/tháng ( Vẫn để giá Covid cho khách Tây ). Có thể lên 2,3 tầng nữa như nhà hàng xóm, chủ để chờ sẵn.
+ Nhà mới đẹp, nội thật sang trọng.
+ Sổ đỏ chính chủ, sẵn sàng giao dịch.
  Giá: 195 tỷ
LH: Chuyên gia BĐS nội thành Hà Nội. Hãy liên hệ ngay để mua được căn nhà ưng ý nhất.",195 tỷ,200 m2,"Đường Từ Hoa, Phường Quảng An, Quận Tây Hồ, Hà Nội",13662929,_,---,Cần bán,6m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,15m,7,---,---,9,---
https://alonhadat.com.vn/ban-nha-6-tang-mat-pho-yen-hoa-tay-ho-view-ho-thang-may-kinh-doanh-13662946.html,"BÁN NHÀ 6 TẦNG MẶT PHỐ YÊN HOA - TÂY HỒ, VIEW HỒ, THANG MÁY, KINH DOANH","Bán Nhà 6 Tầng Mặt Phố Yên Hoa - Tây Hồ, View Hồ, Thang Máy, Kinh Doanh
 DT: 83m/90mT1 x 6T, MT: 5.6m 
Mô tả:
+ Vị trí đắc địa mặt phố Yên Hoa Tây Hồ, khu vực tập trung nhiều khách Tây sinh sống, view hồ, kinh doanh căn hộ.
+ Hiện trang nhà đang có 8  phòng kép kín chuyên cho người nước ngoài thuê, và 1 cửa hàng tầng 1 doanh thu 80tr / tháng 
Thiết kế 6 tầng thang máy mỗi tầng 2 ngủ khép kín hiện đại, nội thất xịn.
Sổ đỏ chính chủ săn sàng giao dịch.
   Giá: 37.5 tỷ
LH: Chuyên gia BĐS nội thành Hà Nội. Hãy liên hệ ngay để mua được căn nhà ưng ý nhất.","37,5 tỷ",90 m2,"Đường Từ Hoa, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",13662946,_,---,Cần bán,6m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"5,6m",6,---,---,9,---
https://alonhadat.com.vn/ban-nha-6-tang-mat-pho-quang-khanh-tay-ho-180m-2-mat-thoang-via-he-kinh-doanh-13662968.html,"BÁN NHÀ 6 TẦNG MẶT PHỐ QUẢNG KHÁNH - TÂY HỒ, 180M, 2 MẶT THOÁNG, VỈA HÈ, KINH DOANH","Bán Nhà Mặt Phố Quảng Khánh - Tây Hồ, 180m, 2 Mặt Thoáng, Vỉa Hè, Kinh Doanh
  DT:180m x 6T, MT: 7m
Mô tả:
+ Vị trí cực đẹp mặt phố Quảng Khánh, sát Hồ Tây, công viên mát mẻ, hè rộng, ô tô dừng đỗ, kinh doanh buôn bán cực tốt.
+ Khu vực toàn người nổi tiếng có nhiều tiền ở.
Nhà nở hậu, 2 mặt thoáng, sau nhà ngõ 2m.
+ Sổ đỏ chính chủ đẹp.
   Giá: 93.5 tỷ
LH: Chuyên gia BĐS nội thành Hà Nội. Hãy liên hệ ngay để mua được căn nhà ưng ý nhất.","93,5 tỷ",180 m2,"Phố Quảng Khánh, Phường Quảng An, Quận Tây Hồ, Hà Nội",13662968,_,---,Cần bán,12m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,7m,6,---,---,10,---
https://alonhadat.com.vn/ban-nha-7-mat-pho-tu-hoa-tay-ho-320m-lo-goc-vi-tri-dep-nhat-pho-kinh-doanh-dinh-13669904.html,"BÁN NHÀ 7 MẶT PHỐ TỪ HOA - TÂY HỒ, 320M, LÔ GÓC, VỊ TRÍ ĐẸP NHẤT PHỐ, KINH DOANH ĐỈNH","Bán Nhà 7 Tầng Mặt Phố Từ Hoa - Tây Hồ, 320m, Lô Góc, Vị Trí Đẹp Nhất Phố, Kinh Doanh Đỉnh
  DT: 320m x 7T, MT: 35m 
  Mô tả:
+ Vị trí đẹp nhất mặt phố Từ Hoa Tây Hồ, lô góc, view sâ  chơi công viên trước nhà. Khu vực nhiều khách nước ngoài, vỉa hè rộng, kinh doanh apartment.
+ Nhà chia thành 3 khối. Khối 2 khối 7 tầng và 1 khối 8 tầng, nhà mới đẹp, nội thất sang trọng.
+ Doanh thu tổng 500tr/tháng.
+ Sổ đỏ chính chủ, sẵn sàng giao dịch.
  Giá: 245 tỷ
LH: Chuyên gia BĐS nội thành Hà Nội. Hãy liên hệ ngay để mua được căn nhà ưng ý nhất.",245 tỷ,320 m2,"Đường Từ Hoa, Phường Quảng An, Quận Tây Hồ, Hà Nội",13669904,_,---,Cần bán,6m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,35m,7,---,---,30,---
https://alonhadat.com.vn/ban-nha-10-tang-mat-pho-xuan-thuy-cau-giay-382m-moi-dep-he-rong-kinh-doanh-dinh-13669909.html,"BÁN NHÀ 10 TẦNG MẶT PHỐ XUÂN THỦY - CẦU GIẤY, 382M, MỚI ĐẸP,  HÈ RỘNG, KINH DOANH ĐỈNH","Bán Nhà 10 Tầng Mặt Phố Xuân Thủy - Cầu Giấy, 382m, Mới Đẹp, Hè Rộng, Kinh Doanh Đỉnh
  DT: 382m x 10T, MT: 14m
   Mô Tả: 
 + Toà nhà Văn Phòng mặt phố Xuân Thuỷ Cầu Giấy, vị trí đắc địa với mặt tiền rộng 14m. Xung quanh nhà là các trường Đại Học lớn: ĐH Quốc Gia, Học Viện Báo Chí, ĐH Sư Phạm, …
 + Thiết kế: 
- Nhà 10 tầng mới xây đẹp, hiện đại trong đó: 2 tầng hầm và 8 tầng nổi. 
- Nhà thiết kế hiện đại nhất hiện nay là sàn phẳng không dùng dầm chịu lực, kiểu thiết kế vừa thẩm Mỹ lại chắc chắn, thông sàn từ ngoài vào trong  tận dụng tối đa diện tích sàn cực rộng.
- Hệ thống cầu thang: 2 thang máy và 2 thang bộ thoát hiểm.
- 2 hầm: để cả trăm xe máy và 20 ô tô 
- Tầng 1 đến 8: thiết kế thông sàn 
- Phía sau nhà còn có 1 ngõ nhỏ riêng thoát hiểm rất an toàn khi có sự cố.
  + Hiện tại chủ đã tích hợp bản vẽ vừa làm văn phòng hoặc khách mua có thể chuyển đổi thành khách sạn , mỗi sàn 11 phòng, tổng số phòng hơn 70 phòng.
  + Hiện trạng đã hoàn thiện, bàn giao theo hiện trạng tòa văn phòng: Sơn, hệ thống cửa, trần, thang máy)
-Trang thiết bị nội thất nhập khẩu khẩu hiện đại.
Doanh thu 12 tỷ/ năm.
Pháp lý:
👉 Sổ đỏ chính chủ
👉 Giấy phép xây dựng
👉 Hồ sơ: PCCC tự động
👉 Hoàn công đầy đủ. Giao dịch ngay.
✅ ĐẶC BIỆT QUAN TRỌNG: Là nhà đã được gắn liền tài sản trên đất.
  Giá: 320 tỷ
LH: Chuyên gia BĐS nội thành Hà Nội. Hãy liên hệ ngay để mua được căn nhà ưng ý nhất.",320 tỷ,382 m2,"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",13669909,_,---,Cần bán,25m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,14m,10,---,---,70,---
